"Name","Total Time","Total Time (CPU)","Hits"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","158,313 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-2","158,313 ms (-0%)","504 ms (-0%)","1"
" java.lang.Thread.run ()","158,313 ms (-0%)","504 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","158,313 ms (-0%)","504 ms (-0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","158,313 ms (-0%)","504 ms (-0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","158,313 ms (-0%)","504 ms (-0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","157,707 ms (-0%)","0.0 ms (0%)","1"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","157,707 ms (-0%)","0.0 ms (0%)","1"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","157,707 ms (-0%)","0.0 ms (0%)","1"
"        java.util.concurrent.LinkedBlockingQueue.take ()","157,707 ms (-0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","606 ms (-0%)","504 ms (-0%)","1"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","606 ms (-0%)","504 ms (-0%)","1"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","606 ms (-0%)","504 ms (-0%)","1"
"        org.apache.coyote.AbstractProcessorLight.process ()","606 ms (-0%)","504 ms (-0%)","1"
"         org.apache.coyote.http11.Http11Processor.service ()","606 ms (-0%)","504 ms (-0%)","1"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","606 ms (-0%)","504 ms (-0%)","1"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"             org.apache.catalina.core.StandardHostValve.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"              org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"               org.apache.catalina.core.StandardContextValve.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                org.apache.catalina.core.StandardWrapperValve.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                   org.springframework.web.filter.OncePerRequestFilter.doFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","606 ms (-0%)","504 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.doFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                       org.springframework.web.filter.OncePerRequestFilter.doFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                        org.springframework.web.filter.FormContentFilter.doFilterInternal ()","606 ms (-0%)","504 ms (-0%)","1"
"                         org.apache.catalina.core.ApplicationFilterChain.doFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                            org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","606 ms (-0%)","504 ms (-0%)","1"
"                             org.apache.catalina.core.ApplicationFilterChain.doFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                               org.apache.tomcat.websocket.server.WsFilter.doFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                                org.apache.catalina.core.ApplicationFilterChain.doFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                                 org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","606 ms (-0%)","504 ms (-0%)","1"
"                                  jakarta.servlet.http.HttpServlet.service ()","606 ms (-0%)","504 ms (-0%)","1"
"                                   org.springframework.web.servlet.FrameworkServlet.service ()","606 ms (-0%)","504 ms (-0%)","1"
"                                    jakarta.servlet.http.HttpServlet.service ()","606 ms (-0%)","504 ms (-0%)","1"
"                                     org.springframework.web.servlet.FrameworkServlet.doPost ()","606 ms (-0%)","504 ms (-0%)","1"
"                                      org.springframework.web.servlet.FrameworkServlet.processRequest ()","606 ms (-0%)","504 ms (-0%)","1"
"                                       org.springframework.web.servlet.DispatcherServlet.doService ()","606 ms (-0%)","504 ms (-0%)","1"
"                                        org.springframework.web.servlet.DispatcherServlet.doDispatch ()","606 ms (-0%)","504 ms (-0%)","1"
"                                         org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","606 ms (-0%)","504 ms (-0%)","1"
"                                          org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","606 ms (-0%)","504 ms (-0%)","1"
"                                           org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","606 ms (-0%)","504 ms (-0%)","1"
"                                            org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","606 ms (-0%)","504 ms (-0%)","1"
"                                             org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest ()","606 ms (-0%)","504 ms (-0%)","1"
"                                              org.springframework.web.method.support.InvocableHandlerMethod.doInvoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                               java.lang.reflect.Method.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                 jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                  jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                   com.example.LoopAntiPattern.api.ProductController.findByArticleNumbers ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                    com.example.LoopAntiPattern.service.ProductService$$SpringCGLIB$$0.getProductsByArticleNumbers ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                     org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                      org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                       org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                        org.springframework.transaction.interceptor.TransactionInterceptor.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                         org.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                          org.springframework.transaction.interceptor.TransactionInterceptor$1.proceedWithInvocation ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                           org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                            org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                             org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                              org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                               java.lang.reflect.Method.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                 jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                  jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                   com.example.LoopAntiPattern.service.ProductService.getProductsByArticleNumbers ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                    com.example.LoopAntiPattern.service.ProductService.getProductsByArticleNumber ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                     com.example.LoopAntiPattern.data.repository.ProductRepository$$SpringCGLIB$$0.selectByArticleNumber ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                      org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                       org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                        org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                         org.springframework.dao.support.PersistenceExceptionTranslationInterceptor.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                          org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                           org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                            org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                             org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                              java.lang.reflect.Method.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                               jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                jdk.internal.reflect.GeneratedMethodAccessor64.invoke ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                 com.example.LoopAntiPattern.data.repository.ProductRepository.selectByArticleNumber ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                  com.querydsl.jpa.impl.AbstractJPAQuery.fetch ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                   com.querydsl.jpa.impl.AbstractJPAQuery.getResultList ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                    org.hibernate.query.Query.getResultList ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                     org.hibernate.query.sqm.internal.QuerySqmImpl.list ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                      org.hibernate.query.spi.AbstractSelectionQuery.list ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                       org.hibernate.query.sqm.internal.QuerySqmImpl.doList ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                        org.hibernate.query.sqm.internal.ConcreteSqmSelectQueryPlan.performList ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                         org.hibernate.query.sqm.internal.ConcreteSqmSelectQueryPlan.withCacheableSqmInterpretation ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                          org.hibernate.query.sqm.internal.ConcreteSqmSelectQueryPlan$$Lambda$1220.0x0000000801046000.interpret ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                           org.hibernate.query.sqm.internal.ConcreteSqmSelectQueryPlan.lambda$new$0 ()","606 ms (-0%)","504 ms (-0%)","1"
"                                                                                            org.hibernate.internal.SessionImpl.autoFlushIfRequired ()","504 ms (-0%)","504 ms (-0%)","2"
"                                                                                             org.hibernate.event.service.internal.EventListenerGroupImpl.fireEventOnEachListener ()","504 ms (-0%)","504 ms (-0%)","2"
"                                                                                              org.hibernate.internal.SessionImpl$$Lambda$1246.0x0000000800f28c00.accept ()","504 ms (-0%)","504 ms (-0%)","2"
"                                                                                               org.hibernate.event.internal.DefaultAutoFlushEventListener.onAutoFlush ()","504 ms (-0%)","504 ms (-0%)","2"
"                                                                                                org.hibernate.event.internal.AbstractFlushingEventListener.flushEverythingToExecutions ()","504 ms (-0%)","504 ms (-0%)","2"
"                                                                                                 org.hibernate.event.internal.AbstractFlushingEventListener.flushEntities ()","301 ms (-0%)","301 ms (-0%)","3"
"                                                                                                  org.hibernate.event.service.internal.EventListenerGroupImpl.fireEventOnEachListener ()","301 ms (-0%)","301 ms (-0%)","3"
"                                                                                                   org.hibernate.event.internal.AbstractFlushingEventListener$$Lambda$1267.0x000000080151a6f8.accept ()","301 ms (-0%)","301 ms (-0%)","3"
"                                                                                                    org.hibernate.event.internal.DefaultFlushEntityEventListener.onFlushEntity ()","301 ms (-0%)","301 ms (-0%)","3"
"                                                                                                     org.hibernate.event.internal.DefaultFlushEntityEventListener.getValues ()","104 ms (-0%)","104 ms (-0%)","1"
"                                                                                                      org.hibernate.persister.entity.EntityPersister.getValues ()","104 ms (-0%)","104 ms (-0%)","1"
"                                                                                                       org.hibernate.persister.entity.AbstractEntityPersister.getPropertyValues ()","104 ms (-0%)","104 ms (-0%)","1"
"                                                                                                        org.hibernate.property.access.spi.GetterFieldImpl.get ()","104 ms (-0%)","104 ms (-0%)","1"
"                                                                                                         java.lang.reflect.Field.get ()","104 ms (-0%)","104 ms (-0%)","1"
"                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                     org.hibernate.event.internal.DefaultFlushEntityEventListener.isUpdateNecessary ()","99.8 ms (-0%)","99.8 ms (-0%)","1"
"                                                                                                      org.hibernate.event.internal.DefaultFlushEntityEventListener.dirtyCheck ()","99.8 ms (-0%)","99.8 ms (-0%)","1"
"                                                                                                       org.hibernate.event.internal.DefaultFlushEntityEventListener.performDirtyCheck ()","99.8 ms (-0%)","99.8 ms (-0%)","1"
"                                                                                                        org.hibernate.persister.entity.AbstractEntityPersister.findDirty ()","99.8 ms (-0%)","99.8 ms (-0%)","1"
"                                                                                                         org.hibernate.persister.entity.DirtyHelper.findDirty ()","99.8 ms (-0%)","99.8 ms (-0%)","1"
"                                                                                                          org.hibernate.persister.entity.DirtyHelper.isDirty ()","99.8 ms (-0%)","99.8 ms (-0%)","1"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                     org.hibernate.engine.internal.AbstractEntityEntry.requiresDirtyCheck ()","96.7 ms (-0%)","96.7 ms (-0%)","1"
"                                                                                                      org.hibernate.engine.internal.AbstractEntityEntry.isModifiableEntity ()","96.7 ms (-0%)","96.7 ms (-0%)","1"
"                                                                                                       org.hibernate.engine.internal.AbstractEntityEntry.getStatus ()","96.7 ms (-0%)","96.7 ms (-0%)","1"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                 org.hibernate.event.internal.AbstractFlushingEventListener.prepareEntityFlushes ()","203 ms (-0%)","203 ms (-0%)","2"
"                                                                                                  org.hibernate.event.internal.AbstractFlushingEventListener.cascadeOnFlush ()","203 ms (-0%)","203 ms (-0%)","2"
"                                                                                                   org.hibernate.engine.internal.Cascade.cascade ()","203 ms (-0%)","203 ms (-0%)","2"
"                                                                                                    org.hibernate.persister.entity.EntityPersister.getValue ()","101 ms (-0%)","101 ms (-0%)","1"
"                                                                                                     org.hibernate.persister.entity.AbstractEntityPersister.getPropertyValue ()","101 ms (-0%)","101 ms (-0%)","1"
"                                                                                                      org.hibernate.property.access.spi.GetterFieldImpl.get ()","101 ms (-0%)","101 ms (-0%)","1"
"                                                                                                       java.lang.reflect.Field.get ()","101 ms (-0%)","101 ms (-0%)","1"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                    org.hibernate.engine.internal.Cascade.cascadeLogicalOneToOneOrphanRemoval ()","101 ms (-0%)","101 ms (-0%)","1"
"                                                                                                     org.hibernate.engine.internal.Cascade.isLogicalOneToOne ()","101 ms (-0%)","101 ms (-0%)","1"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                            org.hibernate.sql.exec.spi.JdbcSelectExecutor.list ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                             org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.list ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                              org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.executeQuery ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                               org.hibernate.sql.exec.internal.JdbcSelectExecutorStandardImpl.doExecuteQuery ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                org.hibernate.sql.results.spi.ListResultsConsumer.consume ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                 org.hibernate.sql.results.spi.ListResultsConsumer.consume ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                  org.hibernate.sql.results.internal.RowProcessingStateStandardImpl.next ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                   org.hibernate.sql.results.jdbc.internal.AbstractJdbcValues.next ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                    org.hibernate.sql.results.jdbc.internal.JdbcValuesResultSetImpl.processNext ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                     org.hibernate.sql.results.jdbc.internal.JdbcValuesResultSetImpl.advanceNext ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                      org.hibernate.sql.results.jdbc.internal.DeferredResultSetAccess.getResultSet ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                       org.hibernate.sql.results.jdbc.internal.DeferredResultSetAccess.executeQuery ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                        com.zaxxer.hikari.pool.HikariProxyPreparedStatement.executeQuery ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                         com.zaxxer.hikari.pool.ProxyPreparedStatement.executeQuery ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                          org.postgresql.jdbc.PgPreparedStatement.executeQuery ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                           org.postgresql.jdbc.PgPreparedStatement.executeWithFlags ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                            org.postgresql.jdbc.PgStatement.execute ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                             org.postgresql.jdbc.PgStatement.executeInternal ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                              org.postgresql.core.v3.QueryExecutorImpl.execute ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                               org.postgresql.core.v3.QueryExecutorImpl.processResults ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                                org.postgresql.core.PGStream.receiveChar ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                                 org.postgresql.core.VisibleBufferedInputStream.read ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                                  org.postgresql.core.VisibleBufferedInputStream.ensureBytes ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                                   org.postgresql.core.VisibleBufferedInputStream.ensureBytes ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                                    org.postgresql.core.VisibleBufferedInputStream.readMore ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                                     java.net.Socket$SocketInputStream.read ()","102 ms (-0%)","0.0 ms (0%)","1"
"                                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
