"Name","Total Time","Total Time (CPU)","Hits"
"Monitor Ctrl-Break","2,322,334 ms (-0%)","2,322,334 ms (-0%)","1"
" com.intellij.rt.execution.application.AppMainV2$1.run ()","2,322,334 ms (-0%)","2,322,334 ms (-0%)","1"
"  java.io.BufferedReader.readLine ()","2,322,334 ms (-0%)","2,322,334 ms (-0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"Catalina-utility-1","2,322,334 ms (-0%)","104 ms (-0%)","1"
" java.lang.Thread.run ()","2,322,334 ms (-0%)","104 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","2,322,334 ms (-0%)","104 ms (-0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","2,322,334 ms (-0%)","104 ms (-0%)","1"
"    Self time","2,322,230 ms (-0%)","0.0 ms (0%)","1"
"    java.util.concurrent.ThreadPoolExecutor.runWorker ()","104 ms (-0%)","104 ms (-0%)","1"
"     java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run ()","104 ms (-0%)","104 ms (-0%)","1"
"      java.util.concurrent.FutureTask.runAndReset ()","104 ms (-0%)","104 ms (-0%)","1"
"       java.util.concurrent.Executors$RunnableAdapter.call ()","104 ms (-0%)","104 ms (-0%)","1"
"        org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessor.run ()","104 ms (-0%)","104 ms (-0%)","1"
"         org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessor.processChildren ()","104 ms (-0%)","104 ms (-0%)","1"
"          org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessor.processChildren ()","104 ms (-0%)","104 ms (-0%)","1"
"           org.apache.catalina.core.ContainerBase$ContainerBackgroundProcessor.processChildren ()","104 ms (-0%)","104 ms (-0%)","1"
"            org.apache.catalina.core.StandardContext.backgroundProcess ()","104 ms (-0%)","104 ms (-0%)","1"
"             org.apache.catalina.core.ContainerBase.backgroundProcess ()","104 ms (-0%)","104 ms (-0%)","1"
"              org.apache.catalina.util.LifecycleBase.fireLifecycleEvent ()","104 ms (-0%)","104 ms (-0%)","1"
"               org.springframework.boot.web.embedded.tomcat.TomcatWebServer$$Lambda$694.0x0000000800fc0000.lifecycleEvent ()","104 ms (-0%)","104 ms (-0%)","1"
"                org.springframework.boot.web.embedded.tomcat.TomcatWebServer.lambda$initialize$0 ()","104 ms (-0%)","104 ms (-0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"Catalina-utility-2","2,322,334 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"   java.util.concurrent.ThreadPoolExecutor$Worker.run ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"container-0","2,322,334 ms (-0%)","0.0 ms (0%)","1"
" org.springframework.boot.web.embedded.tomcat.TomcatWebServer$1.run ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.catalina.core.StandardServer.await ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"   java.lang.Thread.sleep[native] ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"PostgreSQL-JDBC-Cleaner","2,322,334 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"  org.postgresql.util.LazyCleaner$1.run ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"   java.lang.ref.ReferenceQueue.remove ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-1","2,322,334 ms (-0%)","0.0 ms (0%)","1"
" java.lang.Thread.run ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","2,322,334 ms (-0%)","0.0 ms (0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","2,322,135 ms (-0%)","0.0 ms (0%)","3"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","2,322,135 ms (-0%)","0.0 ms (0%)","3"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","2,322,135 ms (-0%)","0.0 ms (0%)","3"
"        java.util.concurrent.LinkedBlockingQueue.take ()","2,322,135 ms (-0%)","0.0 ms (0%)","3"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","199 ms (-0%)","0.0 ms (0%)","2"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","199 ms (-0%)","0.0 ms (0%)","2"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","199 ms (-0%)","0.0 ms (0%)","2"
"        org.apache.coyote.AbstractProcessorLight.process ()","100 ms (-0%)","0.0 ms (0%)","1"
"         org.apache.coyote.http11.Http11Processor.service ()","100 ms (-0%)","0.0 ms (0%)","1"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","100 ms (-0%)","0.0 ms (0%)","1"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"             org.apache.catalina.core.StandardHostValve.invoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"              org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"               org.apache.catalina.core.StandardContextValve.invoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"                org.apache.catalina.core.StandardWrapperValve.invoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                   org.springframework.web.filter.OncePerRequestFilter.doFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","100 ms (-0%)","0.0 ms (0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.doFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                       org.springframework.web.filter.OncePerRequestFilter.doFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                        org.springframework.web.filter.FormContentFilter.doFilterInternal ()","100 ms (-0%)","0.0 ms (0%)","1"
"                         org.apache.catalina.core.ApplicationFilterChain.doFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                            org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","100 ms (-0%)","0.0 ms (0%)","1"
"                             org.apache.catalina.core.ApplicationFilterChain.doFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                               org.apache.tomcat.websocket.server.WsFilter.doFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                org.apache.catalina.core.ApplicationFilterChain.doFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                 org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                  jakarta.servlet.http.HttpServlet.service ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                   org.springframework.web.servlet.FrameworkServlet.service ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                    jakarta.servlet.http.HttpServlet.service ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                     org.springframework.web.servlet.FrameworkServlet.doPost ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                      org.springframework.web.servlet.FrameworkServlet.processRequest ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                       org.springframework.web.servlet.DispatcherServlet.doService ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                        org.springframework.web.servlet.DispatcherServlet.doDispatch ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                         org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                          org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                           org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                            org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                             org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                              org.springframework.web.method.support.InvocableHandlerMethod.doInvoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                               java.lang.reflect.Method.invoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                 jdk.internal.reflect.NativeMethodAccessorImpl.invoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                  jdk.internal.reflect.NativeMethodAccessorImpl.invoke0[native] ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                   com.example.LoopAntiPattern.api.ProductController.createDummyProducts ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                    com.example.LoopAntiPattern.service.ProductService$$SpringCGLIB$$0.updateProducts ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                     org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                      org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.proceed ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                       org.springframework.aop.framework.ReflectiveMethodInvocation.proceed ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                        org.springframework.transaction.interceptor.TransactionInterceptor.invoke ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                         org.springframework.transaction.interceptor.TransactionAspectSupport.invokeWithinTransaction ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                          org.springframework.transaction.interceptor.TransactionAspectSupport.createTransactionIfNecessary ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                           org.springframework.transaction.support.AbstractPlatformTransactionManager.getTransaction ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                            org.springframework.transaction.support.AbstractPlatformTransactionManager.startTransaction ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                             org.springframework.orm.jpa.JpaTransactionManager.doBegin ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                              org.springframework.orm.jpa.vendor.HibernateJpaDialect.beginTransaction ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                               org.hibernate.engine.transaction.internal.TransactionImpl.begin ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorImpl$TransactionDriverControlImpl.begin ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                 org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.begin ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                  org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.getConnectionForTransactionManagement ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                   org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.getPhysicalConnection ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                    org.hibernate.resource.jdbc.internal.LogicalConnectionManagedImpl.acquireConnectionIfNeeded ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                     org.hibernate.internal.NonContextualJdbcConnectionAccess.obtainConnection ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                      org.hibernate.engine.jdbc.connections.internal.DatasourceConnectionProviderImpl.getConnection ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                       com.zaxxer.hikari.HikariDataSource.getConnection ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                        com.zaxxer.hikari.pool.HikariPool.getConnection ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                         com.zaxxer.hikari.pool.HikariPool.getConnection ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                          com.zaxxer.hikari.pool.PoolBase.isConnectionDead ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                           org.postgresql.jdbc.PgConnection.isValid ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                            org.postgresql.jdbc.PgPreparedStatement.executeUpdate ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                             org.postgresql.jdbc.PgPreparedStatement.executeWithFlags ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                              org.postgresql.jdbc.PgStatement.execute ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                               org.postgresql.jdbc.PgStatement.executeInternal ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                                org.postgresql.core.v3.QueryExecutorImpl.execute ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                                 org.postgresql.core.v3.QueryExecutorImpl.processResults ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                                  org.postgresql.core.PGStream.receiveChar ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                                   org.postgresql.core.VisibleBufferedInputStream.read ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                                    org.postgresql.core.VisibleBufferedInputStream.ensureBytes ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                                     org.postgresql.core.VisibleBufferedInputStream.ensureBytes ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                                      org.postgresql.core.VisibleBufferedInputStream.readMore ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                                       java.net.Socket$SocketInputStream.read ()","100 ms (-0%)","0.0 ms (0%)","1"
"                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        org.apache.coyote.http11.AbstractHttp11Protocol.createProcessor ()","98.2 ms (-0%)","0.0 ms (0%)","1"
"         org.apache.coyote.http11.Http11Processor.<init> ()","98.2 ms (-0%)","0.0 ms (0%)","1"
"          org.apache.coyote.AbstractProcessor.<init> ()","98.2 ms (-0%)","0.0 ms (0%)","1"
"           org.apache.coyote.AbstractProcessor.<init> ()","98.2 ms (-0%)","0.0 ms (0%)","1"
"            java.lang.ClassLoader.loadClass ()","98.2 ms (-0%)","0.0 ms (0%)","1"
"            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"http-nio-8080-exec-2","2,322,334 ms (-0%)","14,908 ms (-0%)","1"
" java.lang.Thread.run ()","2,322,334 ms (-0%)","14,908 ms (-0%)","1"
"  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run ()","2,322,334 ms (-0%)","14,908 ms (-0%)","1"
"   org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run ()","2,322,334 ms (-0%)","14,908 ms (-0%)","1"
"    org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker ()","2,322,334 ms (-0%)","14,908 ms (-0%)","1"
"     org.apache.tomcat.util.threads.ThreadPoolExecutor.getTask ()","2,298,332 ms (-0%)","0.0 ms (0%)","2"
"      org.apache.tomcat.util.threads.TaskQueue.take ()","2,298,332 ms (-0%)","0.0 ms (0%)","2"
"       org.apache.tomcat.util.threads.TaskQueue.take ()","2,298,332 ms (-0%)","0.0 ms (0%)","2"
"        java.util.concurrent.LinkedBlockingQueue.take ()","2,298,332 ms (-0%)","0.0 ms (0%)","2"
"        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"      Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"     org.apache.tomcat.util.net.SocketProcessorBase.run ()","24,002 ms (-0%)","14,908 ms (-0%)","1"
"      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun ()","24,002 ms (-0%)","14,908 ms (-0%)","1"
"       org.apache.coyote.AbstractProtocol$ConnectionHandler.process ()","24,002 ms (-0%)","14,908 ms (-0%)","1"
"        org.apache.coyote.AbstractProcessorLight.process ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"         org.apache.coyote.http11.Http11Processor.service ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"          org.apache.catalina.connector.CoyoteAdapter.service ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"           org.apache.catalina.core.StandardEngineValve.invoke ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"            org.apache.catalina.valves.ErrorReportValve.invoke ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"             org.apache.catalina.core.StandardHostValve.invoke ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"              org.apache.catalina.authenticator.AuthenticatorBase.invoke ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"               org.apache.catalina.core.StandardContextValve.invoke ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                org.apache.catalina.core.StandardWrapperValve.invoke ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                 org.apache.catalina.core.ApplicationFilterChain.doFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                   org.springframework.web.filter.OncePerRequestFilter.doFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                     org.apache.catalina.core.ApplicationFilterChain.doFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                       org.springframework.web.filter.OncePerRequestFilter.doFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                        org.springframework.web.filter.FormContentFilter.doFilterInternal ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                         org.apache.catalina.core.ApplicationFilterChain.doFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                           org.springframework.web.filter.OncePerRequestFilter.doFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                            org.springframework.web.filter.RequestContextFilter.doFilterInternal ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                             org.apache.catalina.core.ApplicationFilterChain.doFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                               org.apache.tomcat.websocket.server.WsFilter.doFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                                org.apache.catalina.core.ApplicationFilterChain.doFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                                 org.apache.catalina.core.ApplicationFilterChain.internalDoFilter ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                                  jakarta.servlet.http.HttpServlet.service ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                                   org.springframework.web.servlet.FrameworkServlet.service ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                                    jakarta.servlet.http.HttpServlet.service ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                                     org.springframework.web.servlet.FrameworkServlet.doPost ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                                      org.springframework.web.servlet.FrameworkServlet.processRequest ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                                       org.springframework.web.servlet.DispatcherServlet.doService ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
"                                        org.springframework.web.servlet.DispatcherServlet.doDispatch ()","23,904 ms (-0%)","14,810 ms (-0%)","1"
